Use this table to estimate the effect of matte lamination on offset prints.

The correction is valid for prints with a 150-200 lpi screen on coated paper.
Add the given DELTA_L/A/B values to your measurements on unlaminated prints.
Make sure that the CMYK sequence of your measurements matches this table.
Data are based on the work of the ECI, see documentation and www.eci.org.
This file is provided "AS IS", without warranties and liabilities of any kind.

ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	DELTA_L	DELTA_A	DELTA_B
1	0	0	0	0	-0.89	0.07	0.28
2	0	10	0	0	-2.68	2.61	-0.17
3	0	20	0	0	-3.98	4.68	-0.22
4	0	30	0	0	-5.01	6.42	-0.06
5	0	40	0	0	-4.85	6.82	0.37
6	0	55	0	0	-4.2	6.62	1.17
7	0	70	0	0	-2.86	5.09	1.59
8	0	85	0	0	-0.17	0.67	1.64
9	0	100	0	0	1.72	-2.67	1.29
10	10	0	0	0	-2.39	-1.13	-1.66
11	10	10	0	0	-3.78	0.97	-1.85
12	10	20	0	0	-4.7	2.93	-1.62
13	10	30	0	0	-5.67	4.49	-1.5
14	10	40	0	0	-5.3	4.89	-0.83
15	10	55	0	0	-4.52	4.5	-0.23
16	10	70	0	0	-3.14	3.18	0.42
17	10	85	0	0	-0.58	-0.9	0.59
18	10	100	0	0	1.28	-4.01	0.44
19	20	0	0	0	-3.31	-2.27	-2.88
20	20	10	0	0	-4.52	-0.04	-3.06
21	20	20	0	0	-5.24	1.55	-2.71
22	20	30	0	0	-5.9	3.08	-2.38
23	20	40	0	0	-5.42	3.22	-1.76
24	20	55	0	0	-4.6	2.95	-0.93
25	20	70	0	0	-3.2	1.65	-0.26
26	20	85	0	0	-0.64	-2.18	0.22
27	20	100	0	0	1.17	-5.07	0.19
28	30	0	0	0	-4.39	-2.92	-4.29
29	30	10	0	0	-5.08	-1.34	-3.88
30	30	20	0	0	-5.61	0.13	-3.41
31	30	30	0	0	-6.05	1.53	-3.23
32	30	40	0	0	-5.65	1.59	-2.53
33	30	55	0	0	-4.69	1.47	-1.72
34	30	70	0	0	-3.19	0.2	-0.9
35	30	85	0	0	-0.74	-3.48	-0.41
36	30	100	0	0	1.06	-6.23	-0.2
37	40	0	0	0	-4.05	-3.23	-3.88
38	40	10	0	0	-4.78	-1.5	-3.7
39	40	20	0	0	-5.16	-0.29	-3.43
40	40	30	0	0	-5.45	1	-2.91
41	40	40	0	0	-5.01	1.15	-2.15
42	40	55	0	0	-3.98	0.86	-1.47
43	40	70	0	0	-2.53	-0.55	-0.65
44	40	85	0	0	-0.39	-3.79	-0.04
45	40	100	0	0	1.35	-6.36	0.28
46	55	0	0	0	-3.84	-2.92	-3.7
47	55	10	0	0	-4.18	-1.65	-3.25
48	55	20	0	0	-4.33	-0.7	-2.75
49	55	30	0	0	-4.59	0.33	-2.46
50	55	40	0	0	-3.96	0.31	-1.82
51	55	55	0	0	-3.03	-0.12	-1.11
52	55	70	0	0	-1.76	-1.26	-0.18
53	55	85	0	0	0.3	-4.26	0.61
54	55	100	0	0	1.96	-6.76	1.26
55	70	0	0	0	-2.77	-2.15	-2.53
56	70	10	0	0	-2.97	-1.17	-2.07
57	70	20	0	0	-3.05	-0.36	-1.76
58	70	30	0	0	-3.08	0.37	-1.16
59	70	40	0	0	-2.53	0.33	-0.68
60	70	55	0	0	-1.74	-0.15	0.14
61	70	70	0	0	-0.49	-1.46	0.97
62	70	85	0	0	1.28	-4.2	1.85
63	70	100	0	0	2.73	-6.53	2.62
64	85	0	0	0	-0.67	-0.07	-0.15
65	85	10	0	0	-0.89	0.65	0.15
66	85	20	0	0	-1.03	1.28	0.45
67	85	30	0	0	-0.97	1.64	0.86
68	85	40	0	0	-0.66	1.53	1.25
69	85	55	0	0	0.14	0.8	2.02
70	85	70	0	0	1.1	-0.43	2.7
71	85	85	0	0	2.62	-3.07	3.64
72	85	100	0	0	3.87	-5.48	4.56
73	100	0	0	0	1.07	1.94	1.54
74	100	10	0	0	0.91	2.36	1.8
75	100	20	0	0	0.89	2.75	2.04
76	100	30	0	0	0.89	2.77	2.33
77	100	40	0	0	1.11	2.58	2.65
78	100	55	0	0	1.72	1.86	3.18
79	100	70	0	0	2.47	0.45	3.94
80	100	85	0	0	3.7	-2.09	4.92
81	100	100	0	0	4.61	-4.34	5.9
82	0	0	10	0	-1.11	-0.27	3.66
83	0	10	10	0	-2.73	2.13	2.62
84	0	20	10	0	-3.88	4.16	1.94
85	0	30	10	0	-5.03	6.38	1.49
86	0	40	10	0	-4.65	6.43	1.57
87	0	55	10	0	-3.95	6.27	1.66
88	0	70	10	0	-2.61	4.77	1.82
89	0	85	10	0	-0.1	0.52	1.49
90	0	100	10	0	1.79	-2.73	0.8
91	10	0	10	0	-2.57	-1.64	1.56
92	10	10	10	0	-3.88	0.62	0.76
93	10	20	10	0	-4.71	2.27	0.43
94	10	30	10	0	-5.66	4.3	0.01
95	10	40	10	0	-5.07	4.44	0.29
96	10	55	10	0	-4.3	4.12	0.34
97	10	70	10	0	-2.96	2.84	0.6
98	10	85	10	0	-0.46	-1.06	0.55
99	10	100	10	0	1.31	-4.04	0.03
100	20	0	10	0	-3.57	-2.79	0.16
101	20	10	10	0	-4.5	-0.77	-0.39
102	20	20	10	0	-5.07	0.94	-0.59
103	20	30	10	0	-5.77	2.58	-0.87
104	20	40	10	0	-5.29	2.62	-0.57
105	20	55	10	0	-4.45	2.53	-0.49
106	20	70	10	0	-3.04	1.27	-0.01
107	20	85	10	0	-0.58	-2.38	0.01
108	20	100	10	0	1.16	-5.16	-0.26
109	30	0	10	0	-4.42	-3.85	-1.14
110	30	10	10	0	-5.18	-1.95	-1.44
111	30	20	10	0	-5.57	-0.55	-1.69
112	30	30	10	0	-5.95	0.95	-1.68
113	30	40	10	0	-5.4	1.09	-1.42
114	30	55	10	0	-4.52	0.98	-1.14
115	30	70	10	0	-3.02	-0.24	-0.63
116	30	85	10	0	-0.69	-3.66	-0.4
117	30	100	10	0	1.07	-6.26	-0.52
118	40	0	10	0	-4.29	-3.94	-1.12
119	40	10	10	0	-4.84	-2.37	-1.37
120	40	20	10	0	-5.11	-0.93	-1.6
121	40	30	10	0	-5.33	0.28	-1.34
122	40	40	10	0	-4.9	0.51	-1.25
123	40	55	10	0	-3.81	0.33	-0.84
124	40	70	10	0	-2.43	-0.81	-0.38
125	40	85	10	0	-0.24	-3.97	-0.05
126	40	100	10	0	1.42	-6.55	0.03
127	55	0	10	0	-3.91	-4.07	-1.04
128	55	10	10	0	-4.18	-2.65	-1.14
129	55	20	10	0	-4.32	-1.55	-1.1
130	55	30	10	0	-4.51	-0.39	-1
131	55	40	10	0	-3.9	-0.21	-0.81
132	55	55	10	0	-2.91	-0.48	-0.37
133	55	70	10	0	-1.58	-1.72	0.13
134	55	85	10	0	0.39	-4.59	0.69
135	55	100	10	0	1.99	-6.88	1.03
136	70	0	10	0	-2.84	-3.31	-0.04
137	70	10	10	0	-3.03	-2.03	-0.01
138	70	20	10	0	-3.09	-1.15	0.02
139	70	30	10	0	-3.05	-0.24	0.09
140	70	40	10	0	-2.48	-0.33	0.38
141	70	55	10	0	-1.56	-0.61	0.76
142	70	70	10	0	-0.4	-1.74	1.29
143	70	85	10	0	1.35	-4.29	1.92
144	70	100	10	0	2.75	-6.52	2.51
145	85	0	10	0	-0.82	-1.04	2.03
146	85	10	10	0	-0.99	-0.12	2.01
147	85	20	10	0	-0.98	0.46	2.02
148	85	30	10	0	-0.96	1.1	2.09
149	85	40	10	0	-0.52	0.95	2.34
150	85	55	10	0	0.22	0.53	2.69
151	85	70	10	0	1.23	-0.76	3.19
152	85	85	10	0	2.66	-3.1	3.82
153	85	100	10	0	3.9	-5.36	4.48
154	100	0	10	0	0.92	1.18	3.54
155	100	10	10	0	0.84	1.66	3.59
156	100	20	10	0	0.85	2.01	3.46
157	100	30	10	0	0.87	2.31	3.59
158	100	40	10	0	1.16	2.18	3.74
159	100	55	10	0	1.81	1.49	3.94
160	100	70	10	0	2.61	0.22	4.51
161	100	85	10	0	3.78	-1.99	5.17
162	100	100	10	0	4.83	-4.28	6.01
163	0	0	20	0	-1.15	-0.67	6.44
164	0	10	20	0	-2.73	2.13	4.59
165	0	20	20	0	-3.92	4.06	3.24
166	0	30	20	0	-4.82	6.07	2.44
167	0	40	20	0	-4.45	6.06	2.3
168	0	55	20	0	-3.72	6.1	1.91
169	0	70	20	0	-2.49	4.47	1.66
170	0	85	20	0	0.04	0.36	1.25
171	0	100	20	0	1.79	-2.7	0.32
172	10	0	20	0	-2.57	-2.02	4.09
173	10	10	20	0	-3.75	0.29	2.74
174	10	20	20	0	-4.59	2.15	1.76
175	10	30	20	0	-5.47	4.12	1.09
176	10	40	20	0	-4.9	4.08	1.07
177	10	55	20	0	-4.14	3.88	0.73
178	10	70	20	0	-2.77	2.55	0.59
179	10	85	20	0	-0.32	-1.26	0.3
180	10	100	20	0	1.38	-4.1	-0.41
181	20	0	20	0	-3.52	-3.27	2.44
182	20	10	20	0	-4.39	-0.97	1.39
183	20	20	20	0	-4.99	0.6	0.7
184	20	30	20	0	-5.67	2.25	0.05
185	20	40	20	0	-5.06	2.35	0.17
186	20	55	20	0	-4.18	2.15	-0.1
187	20	70	20	0	-2.78	0.9	-0.07
188	20	85	20	0	-0.55	-2.54	-0.26
189	20	100	20	0	1.19	-5.2	-0.69
190	30	0	20	0	-4.5	-4.27	0.83
191	30	10	20	0	-5.16	-2.33	0.2
192	30	20	20	0	-5.52	-0.97	-0.46
193	30	30	20	0	-5.82	0.55	-0.74
194	30	40	20	0	-5.25	0.8	-0.65
195	30	55	20	0	-4.23	0.56	-0.66
196	30	70	20	0	-2.8	-0.54	-0.63
197	30	85	20	0	-0.57	-3.84	-0.65
198	30	100	20	0	1.08	-6.28	-0.93
199	40	0	20	0	-4.23	-4.59	0.91
200	40	10	20	0	-4.86	-2.7	0.12
201	40	20	20	0	-4.98	-1.42	-0.02
202	40	30	20	0	-5.19	-0.19	-0.38
203	40	40	20	0	-4.74	0.11	-0.45
204	40	55	20	0	-3.66	0.07	-0.49
205	40	70	20	0	-2.26	-1.26	-0.43
206	40	85	20	0	-0.22	-4.17	-0.29
207	40	100	20	0	1.43	-6.54	-0.31
208	55	0	20	0	-3.92	-4.67	0.81
209	55	10	20	0	-4.23	-3.03	0.4
210	55	20	20	0	-4.15	-2.02	0.15
211	55	30	20	0	-4.32	-0.8	-0.03
212	55	40	20	0	-3.71	-0.7	-0.11
213	55	55	20	0	-2.69	-0.92	-0.01
214	55	70	20	0	-1.38	-2.02	0.21
215	55	85	20	0	0.53	-4.74	0.56
216	55	100	20	0	1.98	-6.91	0.72
217	70	0	20	0	-2.88	-3.89	1.56
218	70	10	20	0	-2.99	-2.68	1.25
219	70	20	20	0	-2.88	-1.71	1.21
220	70	30	20	0	-2.95	-0.71	0.91
221	70	40	20	0	-2.31	-0.76	1.12
222	70	55	20	0	-1.43	-0.9	1.11
223	70	70	20	0	-0.2	-2.18	1.47
224	70	85	20	0	1.47	-4.47	1.87
225	70	100	20	0	2.85	-6.56	2.36
226	85	0	20	0	-0.92	-1.44	3.65
227	85	10	20	0	-0.93	-0.62	3.44
228	85	20	20	0	-0.92	0.02	3.19
229	85	30	20	0	-0.82	0.66	3.05
230	85	40	20	0	-0.39	0.62	3
231	85	55	20	0	0.34	0.39	3.03
232	85	70	20	0	1.32	-0.76	3.35
233	85	85	20	0	2.78	-3.13	3.86
234	85	100	20	0	3.91	-5.09	4.28
235	100	0	20	0	0.9	0.79	5.01
236	100	10	20	0	0.81	1.48	4.7
237	100	20	20	0	0.88	1.9	4.52
238	100	30	20	0	0.96	2.31	4.37
239	100	40	20	0	1.36	2.12	4.36
240	100	55	20	0	1.92	1.64	4.37
241	100	70	20	0	2.71	0.45	4.65
242	100	85	20	0	3.84	-1.78	5.27
243	100	100	20	0	4.84	-3.78	5.92
244	0	0	30	0	-1.3	-0.79	8.61
245	0	10	30	0	-2.72	1.75	6.61
246	0	20	30	0	-3.69	3.73	4.92
247	0	30	30	0	-4.64	5.69	3.61
248	0	40	30	0	-4.17	5.92	3.1
249	0	55	30	0	-3.52	5.64	2.18
250	0	70	30	0	-2.23	4.12	1.58
251	0	85	30	0	0.18	0.18	0.87
252	0	100	30	0	1.77	-2.71	-0.26
253	10	0	30	0	-2.63	-2.06	6.39
254	10	10	30	0	-3.74	0.11	4.73
255	10	20	30	0	-4.5	1.86	3.35
256	10	30	30	0	-5.24	3.76	2.13
257	10	40	30	0	-4.75	3.75	1.61
258	10	55	30	0	-3.9	3.62	0.92
259	10	70	30	0	-2.55	2.24	0.47
260	10	85	30	0	-0.23	-1.42	0
261	10	100	30	0	1.37	-4.1	-0.87
262	20	0	30	0	-3.66	-3.28	4.57
263	20	10	30	0	-4.61	-1.29	3.09
264	20	20	30	0	-5.13	0.23	2.1
265	20	30	30	0	-5.54	1.91	1.1
266	20	40	30	0	-4.9	2.08	0.67
267	20	55	30	0	-4.05	1.85	0.1
268	20	70	30	0	-2.68	0.63	-0.15
269	20	85	30	0	-0.36	-2.72	-0.4
270	20	100	30	0	1.23	-5.19	-1.16
271	30	0	30	0	-4.55	-4.65	2.84
272	30	10	30	0	-5.05	-2.69	1.73
273	30	20	30	0	-5.39	-1.17	0.88
274	30	30	30	0	-5.66	0.36	0.18
275	30	40	30	0	-5.08	0.43	-0.16
276	30	55	30	0	-4.08	0.3	-0.61
277	30	70	30	0	-2.64	-0.92	-0.76
278	30	85	30	0	-0.47	-4.1	-0.96
279	30	100	30	0	1.07	-6.32	-1.37
280	40	0	30	0	-4.34	-4.8	2.71
281	40	10	30	0	-4.77	-3.1	1.7
282	40	20	30	0	-4.91	-1.58	1.09
283	40	30	30	0	-5	-0.32	0.45
284	40	40	30	0	-4.55	-0.17	0.08
285	40	55	30	0	-3.42	-0.36	-0.15
286	40	70	30	0	-2.05	-1.48	-0.39
287	40	85	30	0	-0.07	-4.37	-0.43
288	40	100	30	0	1.49	-6.6	-0.68
289	55	0	30	0	-3.96	-5	2.29
290	55	10	30	0	-4.13	-3.47	1.82
291	55	20	30	0	-4.13	-2.43	1.22
292	55	30	30	0	-4.16	-1.14	0.7
293	55	40	30	0	-3.6	-0.91	0.39
294	55	55	30	0	-2.55	-1.19	0.2
295	55	70	30	0	-1.3	-2.29	0.23
296	55	85	30	0	0.6	-4.9	0.42
297	55	100	30	0	2.03	-6.9	0.3
298	70	0	30	0	-2.8	-4.22	3.08
299	70	10	30	0	-2.93	-2.93	2.63
300	70	20	30	0	-2.87	-1.96	2.08
301	70	30	30	0	-2.79	-0.99	1.77
302	70	40	30	0	-2.18	-0.93	1.52
303	70	55	30	0	-1.24	-1.2	1.44
304	70	70	30	0	-0.07	-2.25	1.5
305	70	85	30	0	1.59	-4.57	1.82
306	70	100	30	0	2.86	-6.51	1.91
307	85	0	30	0	-0.84	-1.72	5.05
308	85	10	30	0	-0.93	-0.74	4.58
309	85	20	30	0	-0.83	-0.15	4.1
310	85	30	30	0	-0.75	0.59	3.77
311	85	40	30	0	-0.25	0.6	3.54
312	85	55	30	0	0.47	0.29	3.35
313	85	70	30	0	1.51	-0.85	3.46
314	85	85	30	0	2.85	-2.95	3.73
315	85	100	30	0	4	-4.91	4.09
316	100	0	30	0	0.89	0.74	6.26
317	100	10	30	0	0.88	1.41	5.78
318	100	20	30	0	0.88	1.87	5.31
319	100	30	30	0	1.01	2.25	5.13
320	100	40	30	0	1.35	2.27	4.77
321	100	55	30	0	1.97	1.77	4.62
322	100	70	30	0	2.87	0.58	4.88
323	100	85	30	0	4	-1.47	5.23
324	100	100	30	0	4.96	-3.44	5.69
325	0	0	40	0	-1.03	-0.5	8.85
326	0	10	40	0	-2.43	1.69	6.49
327	0	20	40	0	-3.36	3.64	4.75
328	0	30	40	0	-4.39	5.48	3.15
329	0	40	40	0	-3.92	5.76	2.59
330	0	55	40	0	-3.31	5.46	1.43
331	0	70	40	0	-1.98	3.96	1.03
332	0	85	40	0	0.26	0.08	0.27
333	0	100	40	0	1.82	-2.72	-0.78
334	10	0	40	0	-2.39	-2.08	6.49
335	10	10	40	0	-3.57	0.1	4.5
336	10	20	40	0	-4.26	1.67	3.02
337	10	30	40	0	-4.95	3.48	1.7
338	10	40	40	0	-4.5	3.76	1.03
339	10	55	40	0	-3.64	3.38	0.34
340	10	70	40	0	-2.3	1.95	-0.05
341	10	85	40	0	-0.12	-1.59	-0.52
342	10	100	40	0	1.46	-4.14	-1.46
343	20	0	40	0	-3.4	-3.09	4.58
344	20	10	40	0	-4.26	-1.36	2.82
345	20	20	40	0	-4.76	0.39	1.76
346	20	30	40	0	-5.27	1.87	0.53
347	20	40	40	0	-4.73	2.05	0.19
348	20	55	40	0	-3.69	1.62	-0.45
349	20	70	40	0	-2.36	0.35	-0.8
350	20	85	40	0	-0.24	-2.88	-1.08
351	20	100	40	0	1.23	-5.22	-1.78
352	30	0	40	0	-4.3	-4.47	2.66
353	30	10	40	0	-4.9	-2.58	1.52
354	30	20	40	0	-5.01	-1.38	0.59
355	30	30	40	0	-5.34	0.14	-0.34
356	30	40	40	0	-4.77	0.27	-0.73
357	30	55	40	0	-3.77	-0.01	-1.1
358	30	70	40	0	-2.46	-1.1	-1.38
359	30	85	40	0	-0.37	-4.23	-1.51
360	30	100	40	0	1.07	-6.31	-2.01
361	40	0	40	0	-4.09	-4.49	2.44
362	40	10	40	0	-4.51	-2.93	1.45
363	40	20	40	0	-4.66	-1.85	0.47
364	40	30	40	0	-4.83	-0.39	-0.14
365	40	40	40	0	-4.29	-0.3	-0.59
366	40	55	40	0	-3.23	-0.42	-0.78
367	40	70	40	0	-1.85	-1.72	-0.83
368	40	85	40	0	0.1	-4.59	-1.03
369	40	100	40	0	1.47	-6.69	-1.41
370	55	0	40	0	-3.68	-4.93	2.19
371	55	10	40	0	-3.88	-3.45	1.41
372	55	20	40	0	-3.93	-2.4	0.59
373	55	30	40	0	-3.91	-1.34	0.12
374	55	40	40	0	-3.31	-1.16	-0.2
375	55	55	40	0	-2.34	-1.44	-0.37
376	55	70	40	0	-1.08	-2.54	-0.38
377	55	85	40	0	0.68	-5.03	-0.18
378	55	100	40	0	2.12	-6.95	-0.28
379	70	0	40	0	-2.65	-3.9	2.91
380	70	10	40	0	-2.68	-2.88	2.14
381	70	20	40	0	-2.58	-1.88	1.74
382	70	30	40	0	-2.53	-0.94	1.23
383	70	40	40	0	-2.05	-0.91	1.05
384	70	55	40	0	-1.01	-1.23	0.86
385	70	70	40	0	0.14	-2.3	1.05
386	70	85	40	0	1.7	-4.54	1.27
387	70	100	40	0	3.01	-6.56	1.52
388	85	0	40	0	-0.68	-1.37	4.73
389	85	10	40	0	-0.7	-0.46	4.13
390	85	20	40	0	-0.7	0.32	3.53
391	85	30	40	0	-0.53	0.81	3.17
392	85	40	40	0	-0.12	1	2.99
393	85	55	40	0	0.69	0.47	2.89
394	85	70	40	0	1.7	-0.69	3.01
395	85	85	40	0	2.99	-2.85	3.3
396	85	100	40	0	4.06	-4.7	3.58
397	100	0	40	0	1.02	1.4	5.87
398	100	10	40	0	0.99	1.99	5.3
399	100	20	40	0	1.07	2.49	4.95
400	100	30	40	0	1.19	2.91	4.61
401	100	40	40	0	1.6	2.71	4.4
402	100	55	40	0	2.14	2.32	4.15
403	100	70	40	0	2.96	1.07	4.34
404	100	85	40	0	4.12	-1.06	4.75
405	100	100	40	0	5.07	-3	5.26
406	0	0	55	0	-0.78	-0.25	8.85
407	0	10	55	0	-2.18	2.04	6.23
408	0	20	55	0	-3.15	3.66	4.09
409	0	30	55	0	-4.01	5.47	2.5
410	0	40	55	0	-3.49	5.4	1.54
411	0	55	55	0	-2.86	5.1	0.57
412	0	70	55	0	-1.66	3.57	-0.32
413	0	85	55	0	0.43	-0.16	-0.72
414	0	100	55	0	1.83	-2.75	-1.79
415	10	0	55	0	-2.2	-1.86	6.22
416	10	10	55	0	-3.26	0.14	3.97
417	10	20	55	0	-3.88	1.77	2.43
418	10	30	55	0	-4.52	3.34	0.83
419	10	40	55	0	-4.09	3.53	0.15
420	10	55	55	0	-3.26	2.98	-0.69
421	10	70	55	0	-2.02	1.66	-1.19
422	10	85	55	0	0.05	-1.85	-1.66
423	10	100	55	0	1.44	-4.16	-2.5
424	20	0	55	0	-3.17	-3.19	4.25
425	20	10	55	0	-3.96	-1.07	2.52
426	20	20	55	0	-4.37	0.36	1.06
427	20	30	55	0	-4.81	1.57	-0.26
428	20	40	55	0	-4.3	1.79	-0.88
429	20	55	55	0	-3.33	1.27	-1.35
430	20	70	55	0	-2.1	-0.17	-2.01
431	20	85	55	0	-0.12	-3.11	-2.26
432	20	100	55	0	1.28	-5.35	-2.81
433	30	0	55	0	-4.07	-4.15	2.34
434	30	10	55	0	-4.55	-2.56	0.87
435	30	20	55	0	-4.8	-1.41	-0.17
436	30	30	55	0	-5.05	0.05	-1.25
437	30	40	55	0	-4.44	-0.06	-1.73
438	30	55	55	0	-3.46	-0.28	-2.2
439	30	70	55	0	-2.15	-1.48	-2.48
440	30	85	55	0	-0.2	-4.35	-2.43
441	30	100	55	0	1.14	-6.46	-3.01
442	40	0	55	0	-3.8	-4.57	2.11
443	40	10	55	0	-4.17	-3.06	0.71
444	40	20	55	0	-4.3	-1.83	-0.11
445	40	30	55	0	-4.48	-0.61	-1.15
446	40	40	55	0	-3.8	-0.63	-1.37
447	40	55	55	0	-2.87	-0.88	-1.72
448	40	70	55	0	-1.63	-1.96	-1.98
449	40	85	55	0	0.17	-4.77	-2.09
450	40	100	55	0	1.57	-6.81	-2.33
451	55	0	55	0	-3.49	-4.53	1.5
452	55	10	55	0	-3.55	-3.29	0.76
453	55	20	55	0	-3.53	-2.29	-0.1
454	55	30	55	0	-3.5	-1.33	-0.66
455	55	40	55	0	-2.95	-1.14	-0.88
456	55	55	55	0	-1.94	-1.62	-1.21
457	55	70	55	0	-0.78	-2.68	-1.32
458	55	85	55	0	0.95	-5.2	-1.16
459	55	100	55	0	2.15	-7.01	-1.25
460	70	0	55	0	-2.37	-3.77	2.33
461	70	10	55	0	-2.46	-2.57	1.53
462	70	20	55	0	-2.26	-1.72	0.93
463	70	30	55	0	-2.18	-1.02	0.43
464	70	40	55	0	-1.63	-0.88	0.25
465	70	55	55	0	-0.81	-1.23	0.05
466	70	70	55	0	0.38	-2.29	0.05
467	70	85	55	0	1.85	-4.48	0.38
468	70	100	55	0	3.04	-6.41	0.41
469	85	0	55	0	-0.47	-0.75	4.07
470	85	10	55	0	-0.5	0.15	3.51
471	85	20	55	0	-0.38	0.6	2.97
472	85	30	55	0	-0.29	1.24	2.51
473	85	40	55	0	0.18	1.13	2.26
474	85	55	55	0	0.94	0.66	2.11
475	85	70	55	0	1.84	-0.33	2.06
476	85	85	55	0	3.18	-2.48	2.4
477	85	100	55	0	4.23	-4.29	2.63
478	100	0	55	0	1.1	2.32	5.22
479	100	10	55	0	1.21	2.73	4.77
480	100	20	55	0	1.26	3.34	4.29
481	100	30	55	0	1.42	3.49	3.89
482	100	40	55	0	1.72	3.38	3.59
483	100	55	55	0	2.37	2.91	3.5
484	100	70	55	0	3.22	1.68	3.61
485	100	85	55	0	4.25	-0.28	3.93
486	100	100	55	0	5.17	-2.2	4.29
487	0	0	70	0	-0.54	-0.09	6.72
488	0	10	70	0	-1.82	1.91	4.01
489	0	20	70	0	-2.62	3.66	2.17
490	0	30	70	0	-3.46	5.08	0.51
491	0	40	70	0	-3.13	5.3	-0.5
492	0	55	70	0	-2.46	4.74	-1.58
493	0	70	70	0	-1.3	3.17	-2.06
494	0	85	70	0	0.58	-0.45	-2.31
495	0	100	70	0	1.89	-2.81	-3.19
496	10	0	70	0	-1.88	-1.46	4.1
497	10	10	70	0	-2.85	0.28	1.96
498	10	20	70	0	-3.49	1.63	0.33
499	10	30	70	0	-4.13	3.22	-1.14
500	10	40	70	0	-3.64	3.2	-1.79
501	10	55	70	0	-2.84	2.69	-2.57
502	10	70	70	0	-1.69	1.15	-3.14
503	10	85	70	0	0.22	-2.05	-3.19
504	10	100	70	0	1.48	-4.3	-3.96
505	20	0	70	0	-2.86	-2.83	1.95
506	20	10	70	0	-3.6	-1.09	0.29
507	20	20	70	0	-3.88	0.15	-0.88
508	20	30	70	0	-4.38	1.42	-2.34
509	20	40	70	0	-3.8	1.47	-2.68
510	20	55	70	0	-2.92	0.97	-3.4
511	20	70	70	0	-1.75	-0.44	-3.66
512	20	85	70	0	0.02	-3.46	-3.86
513	20	100	70	0	1.38	-5.39	-4.18
514	30	0	70	0	-3.6	-3.91	0.31
515	30	10	70	0	-4.18	-2.53	-1.25
516	30	20	70	0	-4.38	-1.38	-2.39
517	30	30	70	0	-4.58	-0.11	-3.19
518	30	40	70	0	-3.95	-0.13	-3.6
519	30	55	70	0	-3.06	-0.71	-4.05
520	30	70	70	0	-1.84	-1.79	-4.24
521	30	85	70	0	-0.03	-4.64	-4.08
522	30	100	70	0	1.19	-6.5	-4.46
523	40	0	70	0	-3.42	-4.21	-0.15
524	40	10	70	0	-3.73	-2.84	-1.2
525	40	20	70	0	-3.91	-1.82	-2.15
526	40	30	70	0	-3.94	-0.76	-3.03
527	40	40	70	0	-3.48	-0.74	-3.49
528	40	55	70	0	-2.51	-1.08	-3.62
529	40	70	70	0	-1.29	-2.43	-3.77
530	40	85	70	0	0.43	-5.06	-3.5
531	40	100	70	0	1.64	-6.9	-3.79
532	55	0	70	0	-3.02	-4.44	-0.43
533	55	10	70	0	-3.19	-3.17	-1.23
534	55	20	70	0	-3.16	-2.14	-1.91
535	55	30	70	0	-3.08	-1.33	-2.5
536	55	40	70	0	-2.52	-1.34	-2.85
537	55	55	70	0	-1.6	-1.82	-2.88
538	55	70	70	0	-0.45	-2.94	-2.92
539	55	85	70	0	1.12	-5.29	-2.56
540	55	100	70	0	2.2	-6.96	-2.64
541	70	0	70	0	-1.99	-3.16	0.37
542	70	10	70	0	-2.06	-2.24	-0.42
543	70	20	70	0	-1.89	-1.48	-0.8
544	70	30	70	0	-1.81	-0.72	-1.26
545	70	40	70	0	-1.26	-0.8	-1.42
546	70	55	70	0	-0.42	-1.21	-1.57
547	70	70	70	0	0.66	-2.33	-1.42
548	70	85	70	0	2.08	-4.52	-1.03
549	70	100	70	0	3.14	-6.26	-0.86
550	85	0	70	0	-0.17	0.05	2.18
551	85	10	70	0	-0.17	0.67	1.72
552	85	20	70	0	-0.08	1.34	1.25
553	85	30	70	0	0.06	1.67	0.81
554	85	40	70	0	0.51	1.6	0.78
555	85	55	70	0	1.24	1.04	0.62
556	85	70	70	0	2.18	-0.12	0.68
557	85	85	70	0	3.37	-2.17	1.09
558	85	100	70	0	4.3	-3.97	1.34
559	100	0	70	0	1.35	3.38	3.56
560	100	10	70	0	1.39	3.76	3.13
561	100	20	70	0	1.53	4.04	2.71
562	100	30	70	0	1.66	4.28	2.4
563	100	40	70	0	1.98	4.27	2.21
564	100	55	70	0	2.61	3.47	2.1
565	100	70	70	0	3.34	2.43	2.2
566	100	85	70	0	4.4	0.46	2.64
567	100	100	70	0	5.26	-1.36	2.9
568	0	0	85	0	-0.06	-0.06	1.6
569	0	10	85	0	-1.31	1.82	-0.53
570	0	20	85	0	-2.17	3.56	-2.02
571	0	30	85	0	-2.93	4.91	-3.38
572	0	40	85	0	-2.73	4.85	-4.11
573	0	55	85	0	-2.01	4.25	-4.51
574	0	70	85	0	-0.91	2.67	-4.62
575	0	85	85	0	0.79	-0.71	-4.43
576	0	100	85	0	1.9	-2.88	-4.87
577	10	0	85	0	-1.41	-1.49	-0.87
578	10	10	85	0	-2.37	0.21	-2.55
579	10	20	85	0	-3.03	1.51	-3.9
580	10	30	85	0	-3.54	2.87	-4.95
581	10	40	85	0	-3.12	2.83	-5.21
582	10	55	85	0	-2.42	2.19	-5.62
