Use this table to estimate the effect of glossy lamination on offset prints.

The correction is valid for prints with a 150-200 lpi screen on coated paper.
Add the given DELTA_L/A/B values to your measurements on unlaminated prints.
Make sure that the CMYK sequence of your measurements matches this table.
Data are based on the work of the ECI, see documentation and www.eci.org.
This file is provided "AS IS", without warranties and liabilities of any kind.

ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	DELTA_L	DELTA_A	DELTA_B
1520	10	10	70	10	-5.04	0.11	3.67
1521	10	20	0	10	-6.95	2.5	-1.39
1522	10	20	10	10	-6.89	1.97	0.57
1523	10	20	20	10	-6.78	1.81	1.82
1524	10	20	40	10	-6.44	1.46	3.39
1525	10	20	70	10	-5.61	1.42	2.47
1526	10	40	0	10	-7.64	4.77	-0.82
1527	10	40	10	10	-7.42	4.35	0.44
1528	10	40	20	10	-7.23	3.99	1.28
1529	10	40	40	10	-6.83	3.72	1.85
1530	10	40	70	10	-6	3.27	0.86
1531	10	70	0	10	-6.03	4.3	0.08
1532	10	70	10	10	-5.83	3.93	0.63
1533	10	70	20	10	-5.67	3.61	0.92
1534	10	70	40	10	-5.23	3.02	1.1
1535	10	70	70	10	-4.65	2.37	0.37
1536	20	0	0	10	-5.71	-2.17	-2.36
1537	20	0	10	10	-5.86	-2.63	0.33
1538	20	0	20	10	-5.79	-3.01	2.38
1539	20	0	40	10	-5.59	-2.94	4.56
1540	20	0	70	10	-4.94	-2.77	3.54
1541	20	10	0	10	-6.78	-0.17	-2.6
1542	20	10	10	10	-6.74	-0.79	-0.17
1543	20	10	20	10	-6.65	-1.05	1.44
1544	20	10	40	10	-6.43	-1.32	3.11
1545	20	10	70	10	-5.68	-1.12	2.21
1546	20	20	0	10	-7.42	1.34	-2.38
1547	20	20	10	10	-7.28	0.8	-0.43
1548	20	20	20	10	-7.17	0.48	0.88
1549	20	20	40	10	-6.92	0.25	2.29
1550	20	20	70	10	-6.03	0.09	1.27
1551	20	40	0	10	-7.78	3.35	-1.72
1552	20	40	10	10	-7.65	2.8	-0.43
1553	20	40	20	10	-7.45	2.49	0.41
1554	20	40	40	10	-7.1	2.23	0.99
1555	20	40	70	10	-6.2	1.73	-0.08
1556	20	70	0	10	-6.2	3.08	-0.73
1557	20	70	10	10	-6.05	2.67	-0.16
1558	20	70	20	10	-5.8	2.27	0.1
1559	20	70	40	10	-5.39	1.69	0.27
1560	20	70	70	10	-4.85	0.99	-0.54
1561	40	0	0	10	-6.36	-3.28	-3.4
1562	40	0	10	10	-6.53	-3.95	-0.88
1563	40	0	20	10	-6.45	-4.5	0.89
1564	40	0	40	10	-6.24	-4.52	2.68
1565	40	0	70	10	-5.53	-4.38	1.57
1566	40	10	0	10	-7.06	-1.67	-3.36
1567	40	10	10	10	-7.1	-2.43	-1.15
1568	40	10	20	10	-7.09	-2.75	0.23
1569	40	10	40	10	-6.76	-3.02	1.76
1570	40	10	70	10	-5.94	-3.05	0.68
1571	40	20	0	10	-7.46	-0.43	-3.19
1572	40	20	10	10	-7.41	-1.07	-1.43
1573	40	20	20	10	-7.29	-1.51	0.01
1574	40	20	40	10	-6.94	-1.93	0.98
1575	40	20	70	10	-6.18	-1.95	-0.12
1576	40	40	0	10	-7.58	1.43	-2.37
1577	40	40	10	10	-7.49	0.75	-1.29
1578	40	40	20	10	-7.35	0.39	-0.42
1579	40	40	40	10	-6.92	-0.09	0.01
1580	40	40	70	10	-6.13	-0.46	-1.14
1581	40	70	0	10	-5.95	1.26	-1.62
1582	40	70	10	10	-5.85	0.9	-1.02
1583	40	70	20	10	-5.68	0.46	-0.76
1584	40	70	40	10	-5.28	-0.1	-0.38
1585	40	70	70	10	-4.79	-0.74	-1.3
1586	70	0	0	10	-5.25	-2.96	-2.55
1587	70	0	10	10	-5.3	-4.1	-0.24
1588	70	0	20	10	-5.3	-4.74	1.28
1589	70	0	40	10	-5.1	-5.05	2.91
1590	70	0	70	10	-4.5	-4.74	1.83
1591	70	10	0	10	-5.61	-1.85	-2.33
1592	70	10	10	10	-5.65	-2.85	-0.34
1593	70	10	20	10	-5.6	-3.51	0.9
1594	70	10	40	10	-5.31	-3.98	2.17
1595	70	10	70	10	-4.76	-3.69	1.13
1596	70	20	0	10	-5.81	-0.97	-2.19
1597	70	20	10	10	-5.82	-1.85	-0.45
1598	70	20	20	10	-5.66	-2.51	0.74
1599	70	20	40	10	-5.38	-2.97	1.7
1600	70	20	70	10	-4.77	-2.85	0.66
1601	70	40	0	10	-5.75	0.29	-1.72
1602	70	40	10	10	-5.73	-0.44	-0.52
1603	70	40	20	10	-5.57	-1.02	0.33
1604	70	40	40	10	-5.29	-1.55	0.87
1605	70	40	70	10	-4.6	-1.72	0
1606	70	70	0	10	-4.81	0.41	-1.13
1607	70	70	10	10	-4.66	-0.16	-0.49
1608	70	70	20	10	-4.48	-0.71	-0.05
1609	70	70	40	10	-4.15	-1.27	0.29
1610	70	70	70	10	-3.72	-1.61	-0.35
1611	50	40	40	0	-5.61	-0.89	-0.28
1612	100	0	0	10	-1.91	-0.24	0.66
1613	0	100	0	10	-1.77	0.25	1.17
1614	0	0	100	10	-1.94	-0.23	1.49
1615	0	100	100	10	-1.62	-0.17	1.79
1616	100	0	100	10	-1.47	-0.73	1.07
1617	100	100	0	10	-2.18	0.17	0.55
